Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2006,3,18,6,1031,1000,1334,1320,B6,431,N608JB,183,200,162,14,31,BOS,MCO,1121,5,16,0,,0,0,0,0,0,0
2006,3,18,6,1405,1405,1726,1715,B6,435,N593JB,201,190,165,11,0,BOS,MCO,1121,24,12,0,,0,0,0,0,0,0
2006,3,18,6,1747,1730,2053,2045,B6,437,N608JB,186,195,163,8,17,BOS,MCO,1121,6,17,0,,0,0,0,0,0,0
2006,3,18,6,1004,810,NA,1200,B6,475,N510JB,NA,410,NA,NA,114,BOS,OAK,2693,0,15,0,,1,0,0,0,0,0
2006,3,18,6,757,800,1108,1125,B6,1201,N528JB,191,205,164,-17,-3,BOS,PBI,1197,6,21,0,,0,0,0,0,0,0
2006,3,18,6,1048,1045,1404,1410,B6,1203,N558JB,196,205,169,-6,3,BOS,PBI,1197,3,24,0,,0,0,0,0,0,0
2006,3,18,6,1610,1600,1925,1925,B6,1207,N528JB,195,205,167,0,10,BOS,PBI,1197,5,23,0,,0,0,0,0,0,0
2006,3,18,6,1741,1630,2102,2005,B6,1237,N193JB,201,215,181,57,71,BOS,RSW,1249,5,15,0,,0,57,0,0,0,0
2006,3,18,6,850,845,1217,1220,B6,461,N534JB,207,215,181,-3,5,BOS,RSW,1249,4,22,0,,0,0,0,0,0,0
2006,3,18,6,1217,1100,1539,1435,B6,465,N630JB,202,215,181,64,77,BOS,RSW,1249,4,17,0,,0,0,0,0,0,64
2006,3,18,6,1350,1355,1709,1730,B6,467,N597JB,199,215,177,-21,-5,BOS,RSW,1249,7,15,0,,0,0,0,0,0,0
2006,3,18,6,2056,2045,2350,2359,B6,497,N594JB,354,374,148,-9,11,BOS,SEA,2496,6,20,0,,0,0,0,0,0,0
2006,3,18,6,1558,1520,NA,1910,B6,471,N613JB,NA,410,NA,NA,38,BOS,SJC,2689,0,26,0,,1,0,0,0,0,0
2006,3,18,6,1956,1910,2311,2235,B6,1249,N558JB,195,205,173,36,46,BOS,TPA,1185,3,19,0,,0,36,0,0,0,0
2006,3,18,6,719,720,1036,1040,B6,441,N546JB,197,200,174,-4,-1,BOS,TPA,1185,5,18,0,,0,0,0,0,0,0
2006,3,18,6,1630,1540,1950,1900,B6,447,N564JB,200,200,174,50,50,BOS,TPA,1185,3,23,0,,0,18,0,0,0,32
2006,3,18,6,550,600,901,850,B6,728,N598JB,251,230,170,11,-10,BQN,JFK,1576,11,10,0,,0,0,0,0,0,0
2006,3,18,6,1116,1125,1413,1415,B6,736,N519JB,237,230,165,-2,-9,BQN,JFK,1576,3,9,0,,0,0,0,0,0,0
2006,3,18,6,2000,1850,2120,2000,B6,1033,N178JB,80,70,61,80,70,BTV,JFK,267,7,12,0,,0,0,0,10,0,70
2006,3,18,6,1140,1115,1248,1225,B6,51,N565JB,68,70,57,23,25,BTV,JFK,267,2,9,0,,0,0,0,0,0,23
2006,3,18,6,1717,1705,1835,1820,B6,55,N553JB,78,75,60,15,12,BTV,JFK,267,8,10,0,,0,0,0,3,0,12
2006,3,18,6,550,600,721,720,B6,73,N553JB,91,80,54,1,-10,BTV,JFK,267,5,32,0,,0,0,0,0,0,0
2006,4,18,6,909,855,1035,1005,B6,1,N548JB,86,70,54,30,14,BUF,JFK,301,3,29,0,,0,0,0,16,0,14
2006,4,18,6,1501,1435,1653,1550,B6,1031,N184JB,112,75,98,63,26,BUF,JFK,301,5,9,0,,0,0,0,37,0,26
2006,4,18,6,1140,1120,1244,1230,B6,3,N533JB,64,70,47,14,20,BUF,JFK,301,5,12,0,,0,0,0,0,0,0
2006,4,18,6,554,600,716,720,B6,37,N536JB,82,80,51,-4,-6,BUF,JFK,301,17,14,0,,0,0,0,0,0,0
2006,4,18,6,2113,1920,2212,2040,B6,5,N562JB,59,80,44,92,113,BUF,JFK,301,4,11,0,,0,0,0,0,0,92
2006,4,18,6,1451,1255,1608,1405,B6,67,N561JB,77,70,58,123,116,BUF,JFK,301,5,14,0,,0,0,0,10,0,113
2006,4,18,6,1740,1700,1849,1815,B6,7,N536JB,69,75,54,34,40,BUF,JFK,301,4,11,0,,0,0,0,0,0,34
2006,4,18,6,713,700,1451,1510,B6,350,N615JB,278,310,433,-19,13,BUR,JFK,2465,6,19,0,,0,0,0,0,0,0
2006,4,18,6,1333,1105,2121,1915,B6,352,N556JB,288,310,431,126,148,BUR,JFK,2465,10,27,0,,0,0,0,0,0,126
2006,4,18,6,1828,1550,146,2355,B6,356,N542JB,258,305,420,111,158,BUR,JFK,2465,6,12,0,,0,0,0,0,2,109
2006,4,18,6,2251,2100,621,500,B6,358,N599JB,270,300,421,81,111,BUR,JFK,2465,14,15,0,,0,0,0,0,0,81
2006,4,18,6,211,2335,719,515,B6,490,N556JB,188,220,294,124,156,DEN,BOS,1754,3,11,0,,0,0,0,0,0,124
2006,4,18,6,1309,1150,1825,1725,B6,124,N516JB,196,215,296,60,79,DEN,JFK,1626,3,17,0,,0,0,0,0,0,60
2006,4,18,6,341,55,852,620,B6,98,N612JB,191,205,280,152,166,DEN,JFK,1626,15,16,0,,0,0,0,0,0,152
2006,4,18,6,1125,1125,1450,1440,B6,505,N594JB,205,195,155,10,0,EWR,FLL,1065,4,46,0,,0,0,0,0,0,0
2006,4,18,6,618,620,857,925,B6,507,N552JB,159,185,140,-28,-2,EWR,FLL,1065,2,17,0,,0,0,0,0,0,0
2006,4,18,6,1337,1330,1636,1625,B6,509,N506JB,179,175,166,11,7,EWR,FLL,1065,2,11,0,,0,0,0,0,0,0
2006,4,18,6,1841,1735,2119,2040,B6,511,N624JB,158,185,142,39,66,EWR,FLL,1065,3,13,0,,0,3,0,0,0,36
2006,4,18,6,2053,2055,2341,2355,B6,515,N506JB,168,180,150,-14,-2,EWR,FLL,1065,2,16,0,,0,0,0,0,0,0
2006,4,18,6,811,755,1054,1045,B6,521,N613JB,163,170,131,9,16,EWR,MCO,938,8,24,0,,0,0,0,0,0,0
2006,4,18,6,1127,1130,1424,1420,B6,523,N618JB,177,170,145,4,-3,EWR,MCO,938,7,25,0,,0,0,0,0,0,0
2006,4,18,6,1504,1515,1740,1800,B6,525,N587JB,156,165,134,-20,-11,EWR,MCO,938,6,16,0,,0,0,0,0,0,0
2006,4,18,6,1915,1835,2145,2115,B6,527,N618JB,150,160,130,30,40,EWR,MCO,938,5,15,0,,0,0,0,0,0,30
2006,4,18,6,2126,2115,7,2345,B6,529,N606JB,161,150,134,22,11,EWR,MCO,938,3,24,0,,0,3,0,11,0,8
2006,4,18,6,711,720,947,1015,B6,543,N559JB,156,175,135,-28,-9,EWR,PBI,1024,4,17,0,,0,0,0,0,0,0
2006,4,18,6,1854,1750,2130,2040,B6,547,N521JB,156,170,137,50,64,EWR,PBI,1024,3,16,0,,0,1,0,0,0,49
2006,4,18,6,1347,1350,1649,1655,B6,555,N606JB,182,185,156,-6,-3,EWR,RSW,1068,6,20,0,,0,0,0,0,0,0
2006,4,18,6,2226,2235,249,315,B6,561,N587JB,203,220,244,-26,-9,EWR,SJU,1608,5,14,0,,0,0,0,0,0,0
2006,4,18,6,633,640,920,935,B6,533,N606JB,167,175,141,-15,-7,EWR,TPA,998,4,22,0,,0,0,0,0,0,0
2006,4,18,6,1544,1510,1828,1800,B6,537,N566JB,164,170,144,28,34,EWR,TPA,998,5,15,0,,0,3,0,0,0,25
2006,4,18,6,2011,1915,2311,2225,B6,1216,N546JB,180,190,164,46,56,FLL,BOS,1237,3,13,0,,0,46,0,0,0,0
2006,4,18,6,754,800,1137,1110,B6,450,N505JB,223,190,160,27,-6,FLL,BOS,1237,4,59,0,,0,0,0,27,0,0
2006,4,18,6,2100,2110,4,20,B6,452,N534JB,184,190,160,-16,-10,FLL,BOS,1237,3,21,0,,0,0,0,0,0,0
2006,4,18,6,1616,1620,1910,1930,B6,454,N594JB,174,190,159,-20,-4,FLL,BOS,1237,3,12,0,,0,0,0,0,0,0
2006,4,18,6,1227,1145,1532,1500,B6,456,N564JB,185,195,160,32,42,FLL,BOS,1237,4,21,0,,0,2,0,0,0,30
2006,4,18,6,748,750,1039,1040,B6,500,N594JB,171,170,151,-1,-2,FLL,EWR,1065,5,15,0,,0,0,0,0,0,0
2006,4,18,6,958,955,1244,1245,B6,504,N506JB,166,170,144,-1,3,FLL,EWR,1065,10,12,0,,0,0,0,0,0,0
2006,4,18,6,1441,1350,1756,1655,B6,506,N624JB,195,185,148,61,51,FLL,EWR,1065,7,40,0,,0,0,0,61,0,0
2006,4,18,6,1726,1705,2013,2005,B6,510,N506JB,167,180,141,8,21,FLL,EWR,1065,9,17,0,,0,0,0,0,0,0
2006,4,18,6,2208,2115,46,2359,B6,512,N589JB,158,164,141,47,53,FLL,EWR,1065,7,10,0,,0,11,0,0,0,36
2006,4,18,6,1122,1100,1358,1330,B6,308,N520JB,156,150,125,28,22,FLL,IAD,901,7,24,0,,0,0,0,6,19,3
2006,5,18,6,730,730,948,950,B6,810,N624JB,138,140,122,-2,0,FLL,IAD,901,4,12,0,,0,0,0,0,0,0
2006,5,18,6,2021,1740,2244,2005,B6,812,N507JB,143,145,125,159,161,FLL,IAD,901,4,14,0,,0,13,0,0,0,146
2006,5,18,6,1301,1145,1542,1435,B6,12,N627JB,161,170,141,67,76,FLL,JFK,1069,4,16,0,,0,0,0,0,0,67
2006,5,18,6,1647,1640,1940,1925,B6,14,N533JB,173,165,144,15,7,FLL,JFK,1069,11,18,0,,0,1,0,8,0,6
2006,5,18,6,1005,1010,1249,1255,B6,16,N552JB,164,165,141,-6,-5,FLL,JFK,1069,6,17,0,,0,0,0,0,0,0
2006,5,18,6,1953,2000,2241,2245,B6,18,N504JB,168,165,143,-4,-7,FLL,JFK,1069,4,21,0,,0,0,0,0,0,0
2006,5,18,6,713,720,1000,1000,B6,26,N503JB,167,160,146,0,-7,FLL,JFK,1069,5,16,0,,0,0,0,0,0,0
2006,5,18,6,603,605,838,845,B6,4,N533JB,155,160,145,-7,-2,FLL,JFK,1069,3,7,0,,0,0,0,0,0,0
2006,5,18,6,1327,1315,1625,1605,B6,40,N522JB,178,170,156,20,12,FLL,JFK,1069,3,19,0,,0,12,0,8,0,0
2006,5,18,6,2203,2120,41,2359,B6,50,N624JB,158,159,142,42,43,FLL,JFK,1069,6,10,0,,0,4,0,0,0,38
2006,5,18,6,1509,1435,1755,1720,B6,62,N548JB,166,165,144,35,34,FLL,JFK,1069,4,18,0,,0,6,0,1,0,28
2006,5,18,6,2232,2215,108,50,B6,802,N503JB,156,155,141,18,17,FLL,JFK,1069,4,11,0,,0,4,0,1,0,13
2006,5,18,6,1712,1555,2008,1845,B6,804,N505JB,176,170,152,83,77,FLL,JFK,1069,4,20,0,,0,5,0,6,0,72
2006,5,18,6,1352,1350,1650,1640,B6,808,N607JB,178,170,158,10,2,FLL,JFK,1069,7,13,0,,0,0,0,0,0,0
2006,5,18,6,1105,1105,1349,1350,B6,880,N625JB,164,165,139,-1,0,FLL,JFK,1069,3,22,0,,0,0,0,0,0,0
2006,5,18,6,603,605,852,900,B6,370,N607JB,169,175,146,-8,-2,FLL,LGA,1076,9,14,0,,0,0,0,0,0,0
2006,5,18,6,1008,950,1243,1245,B6,372,N582JB,155,175,140,-2,18,FLL,LGA,1076,3,12,0,,0,0,0,0,0,0
2006,5,18,6,1300,1230,1547,1535,B6,376,N603JB,167,185,139,12,30,FLL,LGA,1076,5,23,0,,0,0,0,0,0,0
2006,5,18,6,1839,1800,2131,2100,B6,378,N582JB,172,180,142,31,39,FLL,LGA,1076,11,19,0,,0,31,0,0,0,0
2006,5,18,6,2009,2010,2251,2305,B6,382,N603JB,162,175,148,-14,-1,FLL,LGA,1076,4,10,0,,0,0,0,0,0,0
2006,5,18,6,736,600,1022,840,B6,244,N632JB,346,340,151,102,96,FLL,LGB,2327,4,11,0,,0,96,0,6,0,0
2006,5,18,6,2003,1925,2329,2250,B6,271,N569JB,386,385,187,39,38,FLL,OAK,2575,5,14,0,,0,0,0,1,0,38
2006,5,18,6,641,640,804,815,B6,1250,N190JB,83,95,63,-11,1,IAD,BOS,413,8,12,0,,0,0,0,0,0,0
2006,5,18,6,902,855,1023,1030,B6,1252,N192JB,81,95,61,-7,7,IAD,BOS,413,3,17,0,,0,0,0,0,0,0
2006,5,18,6,1124,1100,1244,1235,B6,1254,N190JB,80,95,58,9,24,IAD,BOS,413,8,14,0,,0,0,0,0,0,0
2006,5,18,6,2042,1520,2208,1650,B6,1256,N192JB,86,90,60,318,322,IAD,BOS,413,4,22,0,,0,318,0,0,0,0
2006,5,18,6,2341,1940,57,2110,B6,1258,N183JB,76,90,53,227,241,IAD,BOS,413,7,16,0,,0,16,0,0,0,211
2006,5,18,6,909,820,1145,1055,B6,301,N564JB,156,155,128,50,49,IAD,FLL,901,2,26,0,,0,4,0,1,0,45
2006,5,18,6,1632,1640,1853,1915,B6,303,N504JB,141,155,125,-22,-8,IAD,FLL,901,3,13,0,,0,0,0,0,0,0
2006,5,18,6,1029,1030,1257,1310,B6,811,N624JB,148,160,128,-13,-1,IAD,FLL,901,7,13,0,,0,0,0,0,0,0
2006,5,18,6,1742,1740,NA,2025,B6,306,N591JB,NA,345,NA,NA,2,IAD,LGB,2277,0,15,0,,1,0,0,0,0,0
2006,5,18,6,1451,1425,NA,1700,B6,308,N520JB,NA,335,NA,NA,26,IAD,LGB,2277,0,30,0,,1,0,0,0,0,0
2006,5,18,6,714,720,NA,1000,B6,311,N563JB,NA,340,NA,NA,-6,IAD,LGB,2277,0,14,0,,1,0,0,0,0,0
2006,5,18,6,603,605,NA,905,B6,315,N621JB,NA,360,NA,NA,-2,IAD,OAK,2408,0,13,0,,1,0,0,0,0,0
2006,5,18,6,2243,2105,323,5,B6,321,0,460,360,255,198,98,IAD,OAK,2408,7,18,0,,0,0,0,100,0,98
2006,5,18,6,1824,1830,NA,2110,B6,309,N571JB,NA,340,NA,NA,-6,IAD,SAN,2253,0,12,0,,1,0,0,0,0,0
2006,5,18,6,759,805,1148,1120,B6,1061,N178JB,289,255,187,28,-6,JFK,AUS,1522,4,38,0,,0,0,0,28,0,0
2006,5,18,6,1417,1330,1744,1645,B6,1065,N197JB,267,255,187,59,47,JFK,AUS,1522,3,17,0,,0,0,0,28,0,31
2006,5,18,6,2155,2040,127,2355,B6,1069,N178JB,272,255,188,92,75,JFK,AUS,1522,4,20,0,,0,5,0,17,0,70
2006,5,18,6,806,800,918,915,B6,1002,N179JB,72,75,42,3,6,JFK,BOS,187,8,22,0,,0,0,0,0,0,0
2006,5,18,6,1030,1010,1143,1120,B6,1004,N568JB,73,70,33,23,20,JFK,BOS,187,5,35,0,,0,3,0,3,0,17
2006,5,18,6,1141,1130,1240,1240,B6,1006,N179JB,59,70,38,0,11,JFK,BOS,187,3,18,0,,0,0,0,0,0,0
2006,5,18,6,1438,1350,1537,1500,B6,1008,N568JB,59,70,34,37,48,JFK,BOS,187,2,23,0,,0,7,0,0,0,30
2006,5,18,6,1529,1500,1627,1610,B6,1010,N190JB,58,70,38,17,29,JFK,BOS,187,2,18,0,,0,0,0,6,0,11
2006,5,18,6,1735,1635,1835,1750,B6,1012,N184JB,60,75,38,45,60,JFK,BOS,187,3,19,0,,0,9,0,0,0,36
2006,5,18,6,1824,1750,1939,1920,B6,1014,N568JB,75,90,37,19,34,JFK,BOS,187,5,33,0,,0,0,0,4,0,15
2006,5,18,6,1925,1840,2242,2010,B6,1016,N190JB,197,90,41,152,45,JFK,BOS,187,2,154,0,,0,28,0,107,0,17
2006,5,18,6,654,625,802,735,B6,1024,N568JB,68,70,38,27,29,JFK,BOS,187,8,22,0,,0,27,0,0,0,0
2006,5,18,6,2356,2345,421,425,B6,727,N537JB,205,220,243,-4,11,JFK,BQN,1576,4,18,0,,0,0,0,0,0,0
2006,5,18,6,548,545,955,1025,B6,735,N519JB,187,220,231,-30,3,JFK,BQN,1576,4,12,0,,0,0,0,0,0,0
2006,5,18,6,1739,1710,1928,1820,B6,1032,N178JB,109,70,54,68,29,JFK,BTV,267,5,50,0,,0,22,0,39,0,7
2006,5,18,6,2248,2245,2400,2355,B6,128,N509JB,72,70,46,5,3,JFK,BTV,267,4,22,0,,0,0,0,0,0,0
2006,5,18,6,933,930,1105,1040,B6,52,N565JB,92,70,49,25,3,JFK,BTV,267,3,40,0,,0,0,0,25,0,0
2006,5,18,6,1531,1515,1641,1625,B6,54,N553JB,70,70,46,16,16,JFK,BTV,267,4,20,0,,0,6,0,0,0,10
2006,5,18,6,2028,2015,2145,2135,B6,10,N533JB,77,80,59,10,13,JFK,BUF,301,2,16,0,,0,0,0,0,0,0
2006,5,18,6,1305,1245,1440,1405,B6,1030,N184JB,95,80,73,35,20,JFK,BUF,301,8,14,0,,0,20,0,15,0,0
2006,5,18,6,659,700,829,820,B6,2,N548JB,90,80,64,9,-1,JFK,BUF,301,3,23,0,,0,0,0,0,0,0
2006,5,18,6,918,925,1054,1045,B6,4,N533JB,96,80,69,9,-7,JFK,BUF,301,3,24,0,,0,0,0,0,0,0
2006,5,18,6,1851,1725,2038,1845,B6,6,N562JB,107,80,65,113,86,JFK,BUF,301,3,39,0,,0,12,0,27,0,74
2006,5,18,6,1250,1100,1413,1220,B6,66,N561JB,83,80,64,113,110,JFK,BUF,301,4,15,0,,0,91,0,3,0,19
2006,5,18,6,1547,1505,1705,1625,B6,8,N536JB,78,80,61,40,42,JFK,BUF,301,3,14,0,,0,0,0,4,0,36
2006,5,18,6,702,645,NA,1000,B6,351,N556JB,NA,375,NA,NA,17,JFK,BUR,2465,0,43,0,,1,0,0,0,0,0
2006,5,18,6,1147,1145,NA,1455,B6,355,N542JB,NA,370,NA,NA,2,JFK,BUR,2465,0,25,0,,1,0,0,0,0,0
2006,5,18,6,1702,1640,NA,1955,B6,357,N599JB,NA,375,NA,NA,22,JFK,BUR,2465,0,18,0,,1,0,0,0,0,0
2006,5,18,6,1842,1830,NA,2155,B6,359,N527JB,NA,385,NA,NA,12,JFK,BUR,2465,0,44,0,,1,0,0,0,0,0
